ID,AUTHOR,WORK,LOCATION,TEXT,Vm,VM_LEMMA,VM_PERSONAL,VM_MOD,Vinf,VINF_A,VINF_B,VINF_C,VINF_D,Vinf_Cop,Obj,OBJ_A,OBJ_B,OBJ_C,Pred,PRED_A,pred_a_pos,PRED_B,pred_b_pos,PRED_C,pred_c_pos,PRED_D,pred_d_pos,PRED_E,PRED_F,PRED_G,Attr,Attr_B,CHECK,Anot,DIST_OBJ_PRED,GENRE,DIALECT,autor_legivel,Variation,pos_pred_a,OBJ_TH
2866,Demosthenes (0014),Against Aristocrates (023),171.1,"ὡς δ’ ἐν ἀρχαιρεσίαις ὑμεῖς Χαβρίαν ἐπὶ τὸν πόλεμον τοῦτον κατεστήσατε, καὶ τῷ μὲν Ἀθηνοδώρῳ συνέβη διαφεῖναι τὴν δύναμιν χρήματ’ οὐκ ἔχοντι παρ’ ὑμῶν οὐδ’ ἀφορμὴν τῷ πολέμῳ, τῷ Χαβρίᾳ δὲ μίαν ναῦν ἔχοντι μόνην ἐκπλεῖν, τί ποιεῖ πάλιν οὗτος ὁ Χαρίδημος;",συνέβη,συμβαίνω,FALSE,TRUE,"διαφεῖναι, ἐκπλεῖν",διαφεῖναι,ἐκπλεῖν,NA,NA,FALSE,"τῷ μὲν Ἀθηνοδώρῳ, τῷ Χαβρίᾳ",τῷ μὲν Ἀθηνοδώρῳ,τῷ Χαβρίᾳ,NA,"ἔχοντι, ἔχοντι",ἔχοντι,P,ἔχοντι,P,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,"Verbos de movimento, exw participial",7,juridical,attic,Demosthenes,FALSE,P,Agent
2882,Demosthenes (0014),Against Conon (054),8.1,"καὶ ἡμῖν συμβαίνει ἀναστρέφουσιν ἀπὸ τοῦ Φερρεφαττίου καὶ περιπατοῦσιν πάλιν κατ’ αὐτό πως τὸ Λεωκόριον εἶναι, καὶ τούτοις περιτυγχάνομεν.",συμβαίνει,συμβαίνω,FALSE,TRUE,εἶναι,εἶναι,NA,NA,NA,TRUE,ἡμῖν,ἡμῖν,NA,NA,"ἀναστρέφουσιν, περιπατοῦσιν",ἀναστρέφουσιν,P,περιπατοῦσιν,P,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,"Estranho, o pred real parece ser pálin ktl",2,juridical,attic,Demosthenes,FALSE,P,Experiencer
2886,Demosthenes (0014),Against Conon (054),44.5,"εἰ γὰρ δὴ ὁμολογουμένως ἔτι τούτων καὶ ἀχρηστοτέροις καὶ πονηροτέροις ἡμῖν εἶναι συνέβαινεν, οὐ τυπτητέοι, οὐδ’ ὑβριστέοι δήπου ἐσμέν.",συνέβαινεν,συμβαίνω,FALSE,TRUE,εἶναι,εἶναι,NA,NA,NA,TRUE,ἡμῖν,ἡμῖν,NA,NA,καὶ ἀχρηστοτέροις καὶ πονηροτέροις,ἀχρηστοτέροις,A,πονηροτέροις,A,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,-1,juridical,attic,Demosthenes,FALSE,A,Experiencer
2927,Demosthenes (0014),On the Crown (018),46.1,"εἶτ’, οἶμαι, συμβέβηκε τοῖς μὲν πλήθεσιν ἀντὶ τῆς πολλῆς καὶ ἀκαίρου ῥᾳθυμίας τὴν ἐλευθερίαν ἀπολωλεκέναι, τοῖς δὲ προεστηκόσι καὶ τἄλλα πλὴν ἑαυτοὺς οἰομένοις πωλεῖν πρώτους ἑαυτοὺς πεπρακόσιν αἰσθέσθαι·",συμβέβηκε,συμβαίνω,FALSE,TRUE,αἰσθέσθαι,αἰσθέσθαι,NA,NA,NA,FALSE,τοῖς δὲ προεστηκόσι,τοῖς δὲ προεστηκόσι,NA,NA,"οἰομένοις,πεπρακόσιν",οἰομένοις,P,πεπρακόσιν,P,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,5,juridical,attic,Demosthenes,"οἰομένους,πεπρακότιν",P,Agent
2957,Demosthenes (0014),Third Philippic (009),4.1,"εἶθ’ ὑμῖν συμβέβηκεν ἐκ τούτου ἐν μὲν ταῖς ἐκκλησίαις τρυφᾶν καὶ κολακεύεσθαι πάντα πρὸς ἡδονὴν ἀκούουσιν, ἐν δὲ τοῖς πράγμασι καὶ τοῖς γιγνομένοις περὶ τῶν ἐσχάτων ἤδη κινδυνεύειν.",συμβέβηκεν,συμβαίνω,FALSE,TRUE,τρυφᾶν καὶ κολακεύεσθαι,τρυφᾶν καὶ κολακεύεσθαι,NA,NA,NA,FALSE,ὑμῖν,ὑμῖν,NA,NA,ἀκούουσιν,ἀκούουσιν,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,NA,14,juridical,attic,Demosthenes,FALSE,P,Agent
2965,Demosthenes (0014),Against Aristocrates (023),138.1,"ὅτι τοίνυν ἄνευ τοῦ τοῖς πράγμασι μὴ συμφέρειν τὸ ψήφισμα, οὐδὲ πρὸς δόξαν συμφέρει τῇ πόλει τοιοῦτον οὐδὲν ἐψηφισμένῃ φαίνεσθαι, καὶ τοῦτο δεῖ μαθεῖν ὑμᾶς.",συμφέρει,συμφέρω,FALSE,TRUE,φαίνεσθαι,φαίνεσθαι,NA,NA,NA,TRUE,τῇ πόλει,τῇ πόλει,NA,NA,ἐψηφισμένῃ,ἐψηφισμένῃ,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,NA,3,juridical,attic,Demosthenes,FALSE,P,Experiencer
2974,Demosthenes (0014),Against Macartatus (043),66.8,"συμφέρει Ἀθηναίοις περὶ τοῦ σημείου τοῦ ἐν τῷ οὐρανῷ γενομένου θύοντας καλλιερεῖν Διὶ ὑπάτῳ, Ἀθηνᾷ ὑπάτῃ, Ἡρακλεῖ, Ἀπόλλωνι σωτῆρι, καὶ ἀποπέμπειν Ἀμφιόνεσσι·",συμφέρει,συμφέρω,FALSE,TRUE,καλλιερεῖν,καλλιερεῖν,NA,NA,NA,FALSE,Ἀθηναίοις,Ἀθηναίοις,NA,NA,θύοντας,θύοντας,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,9,juridical,attic,Demosthenes,FALSE,P,Agent
2992,Demosthenes (0014),On the False Embassy (019),343.1,"οὔτε γὰρ πρὸς δόξαν οὔτε πρὸς εὐσέβειαν οὔτε πρὸς ἀσφάλειαν οὔτε πρὸς ἄλλ’ οὐδὲν ὑμῖν συμφέρει τοῦτον ἀφεῖναι, ἀλλὰ τιμωρησαμένους παράδειγμα ποιῆσαι πᾶσι, καὶ τοῖς πολίταις καὶ τοῖς ἄλλοις Ἕλλησιν.",συμφέρει,συμφέρω,FALSE,TRUE,ποιῆσαι,ποιῆσαι,NA,NA,NA,FALSE,ὑμῖν,ὑμῖν,NA,NA,τιμωρησαμένους,τιμωρησαμένους,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,dativo logo após o vinf,5,juridical,attic,Demosthenes,FALSE,P,Agent
3002,Demosthenes (0014),Against Aristocrates (023),102.6,ἐκ γὰρ τοῦ ταῦθ’ οὕτως ἔχειν ἡμῖν ὑπάρχει μεγίστοις οὖσιν ἀσφαλῶς οἰκεῖν.,ὑπάρχει,ὑπάρχω,FALSE,TRUE,οἰκεῖν,οἰκεῖν,NA,NA,NA,FALSE,ἡμῖν,ἡμῖν,NA,NA,μεγίστοις οὖσιν,μεγίστοις οὖσιν,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,NA,2,juridical,attic,Demosthenes,FALSE,P,Agent
3038,Demosthenes (0014),On the Crown (018),257.1,"ἐμοὶ μὲν τοίνυν ὑπῆρξεν, Αἰσχίνη, παιδὶ μὲν ὄντι φοιτᾶν εἰς τὰ προσήκοντα διδασκαλεῖα, καὶ ἔχειν ὅσα χρὴ τὸν μηδὲν αἰσχρὸν ποιήσοντα δι’ ἔνδειαν, ἐξελθόντι δ’ ἐκ παίδων ἀκόλουθα τούτοις πράττειν, χορηγεῖν, τριηραρχεῖν, εἰσφέρειν, μηδεμιᾶς φιλοτιμίας μήτ’ ἰδίας μήτε δημοσίας ἀπολείπεσθαι, ἀλλὰ καὶ τῇ πόλει καὶ τοῖς φίλοις χρήσιμον εἶναι, ἐπειδὴ δὲ πρὸς τὰ κοινὰ προσελθεῖν ἔδοξέ μοι, τοιαῦτα πολιτεύμαθ’ ἑλέσθαι ὥστε καὶ ὑπὸ τῆς πατρίδος καὶ ὑπ’ ἄλλων Ἑλλήνων πολλῶν πολλάκις ἐστεφανῶσθαι, καὶ μηδὲ τοὺς ἐχθροὺς ὑμᾶς, ὡς οὐ καλά γ’ ἦν ἃ προειλόμην, ἐπιχειρεῖν λέγειν.",ὑπῆρξεν,ὑπάρχω,FALSE,TRUE,εἶναι,εἶναι,NA,NA,NA,TRUE,ἐμοὶ,ἐμοὶ,NA,NA,χρήσιμον,χρήσιμον,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,Apenas o segundo infinitivo é copular. Comentar,5,juridical,attic,Demosthenes,FALSE,A,Experiencer
