ID,AUTHOR,WORK,LOCATION,TEXT,Vm,VM_LEMMA,VM_PERSONAL,VM_MOD,Vinf,VINF_A,VINF_B,VINF_C,VINF_D,Vinf_Cop,Obj,OBJ_A,OBJ_B,OBJ_C,Pred,PRED_A,pred_a_pos,PRED_B,pred_b_pos,PRED_C,pred_c_pos,PRED_D,pred_d_pos,PRED_E,PRED_F,PRED_G,Attr,Attr_B,CHECK,Anot,DIST_OBJ_PRED,GENRE,DIALECT,autor_legivel,Variation,pos_pred_a,OBJ_TH
6135,Lysias (0540),For Polystratus (020),23.1,"καὶ ἐξὸν αὐτῷ τὴν οὐσίαν ἀφανῆ καταστήσαντι μηδὲν ὑμᾶς ὠφελεῖν, εἵλετο μᾶλλον συνειδέναι ὑμᾶς, ἵν’ εἰ καὶ βούλοιτο κακὸς εἶναι, μὴ ἐξείη αὐτῷ, ἀλλ’ εἰσφέροι τε τὰς εἰσφορὰς καὶ λῃτουργοίη.",ἐξὸν,ἔξεστι,FALSE,TRUE,ὠφελεῖν,ὠφελεῖν,NA,NA,NA,TRUE,αὐτῷ,αὐτῷ,NA,NA,καταστήσαντι,καταστήσαντι,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,NA,4,juridical,attic,Lysias,FALSE,P,Experiencer
6139,Lysias (0540),On the Murder of Eratosthenes (001),18.1,"σοὶ οὖν ἔφην ἔξεστι δυοῖν ὁπότερον βούλει ἑλέσθαι, ἢ μαστιγωθεῖσαν εἰς μύλωνα ἐμπεσεῖν καὶ μηδέποτε παύσασθαι κακοῖς τοιούτοις συνεχομένην, ἢ κατειποῦσαν ἅπαντα τἀληθῆ μηδὲν παθεῖν κακόν, ἀλλὰ συγγνώμης παρ’ ἐμοῦ τυχεῖν τῶν ἡμαρτημένων.",ἔξεστι,ἔξεστι,FALSE,TRUE,"ἐμπεσεῖν, παύσασθαι, παθεῖν",ἐμπεσεῖν,παύσασθαι,παθεῖν,NA,FALSE,σοὶ,σοὶ,NA,NA,"μαστιγωθεῖσαν, συνεχομένην, κατειποῦσαν",μαστιγωθεῖσαν,P,συνεχομένην,P,κατειποῦσαν,P,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,"Primeiros dois particípios coordenados entre si, comentar pauomai. Talvez elesqai crie uma camada intermediária que bloqueie a atração",9,juridical,attic,Lysias,NOMINATIVOS,P,Agent
6178,Lysias (0540),Funeral Oration (002),17.1,πολλὰ μὲν ὑπῆρχε τοῖς ἡμετέροις προγόνοις μιᾷ γνώμῃ χρωμένοις περὶ τοῦ δικαίου διαμάχεσθαι·,ὑπῆρχε,ὑπάρχω,FALSE,TRUE,διαμάχεσθαι,διαμάχεσθαι,NA,NA,NA,FALSE,τοῖς ἡμετέροις προγόνοις,τοῖς ἡμετέροις προγόνοις,NA,NA,χρωμένοις,χρωμένοις,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,parentética? Contrastar com outros casos em que o part tem interpretação condicional,3,juridical,attic,Lysias,χρωμένους,P,Agent
6183,Lysias (0540),Defense in the Matter of the Olive Stump (007),t.2,"πρότερον μέν, ὦ βουλή, ἐνόμιζον ἐξεῖναι τῷ βουλομένῳ, ἡσυχίαν ἄγοντι, μήτε δίκας ἔχειν μήτε πράγματα·",ἐξεῖναι,ἔξεστι,FALSE,TRUE,ἔχειν,ἔχειν,NA,NA,NA,FALSE,τῷ βουλομένῳ,τῷ βουλομένῳ,NA,NA,ἡσυχίαν ἄγοντι,ἡσυχίαν ἄγοντι,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,Comentar pontuação,1,juridical,attic,Lysias,FALSE,P,Agent
6223,Lysias (0540),Against Alcibiades 2 (015),t.1,"ἐγὼ μέν, ὦ ἄνδρες δικασταί, καὶ ὑμᾶς αἰτοῦμαι τὰ δίκαια ψηφίσασθαι, καὶ τῶν στρατηγῶν δέομαι, ἐπεὶ καὶ ἐν τῇ ἄλλῃ ἀρχῇ πολλοῦ ἄξιοι τῇ πόλει γεγόνασι, καὶ τῶν τῆς ἀστρατείας γραφῶν κοινοὺς εἶναι τῷ τε διώκοντι καὶ τῷ φεύγοντι, καὶ μὴ βοηθοῦντας ᾧ ἂν βούλωνται πᾶσαν προθυμίαν ἔχειν παρὰ τὸ δίκαιον ὑμᾶς ψηφίσασθαι, ἐνθυμουμένους ὅτι σφόδρ’ ἂν ἠγανακτεῖτε, εἰ ἐν τῇ ὑμετέρᾳ δοκιμασίᾳ οἱ θεσμοθέται ἀναβάντες ὑμῶν ἐδέοντο καταψηφίσασθαι, ἡγούμενοι δεινὸν εἶναι εἰ οἱ τιθέντες τὸν ἀγῶνα καὶ τὴν ψῆφον διδόντες παρακελεύσονται τῶν μὲν μὴ καταψηφίζεσθαι τῶν δὲ καταψηφίζεσθαι.",δέομαι,δέομαι,TRUE,FALSE,"εἶναι, ἔχειν",εἶναι,ἔχειν,NA,NA,TRUE,τῶν στρατηγῶν,τῶν στρατηγῶν,NA,NA,"κοινοὺς, βοηθοῦντας",κοινοὺς,A,βοηθοῦντας,P,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,Comentar duplo infinitivo coordenado,18,juridical,attic,Lysias,FALSE,A,Recipient
6237,Lysias (0540),Against Theomnestus 1 (010),21.1,"εἰ δὲ μή, δέομαι ὑμῶν, ὦ ἄνδρες δικασταί, τὰ δίκαια ψηφίσασθαι, ἐνθυμουμένους ὅτι πολὺ μεῖζον κακόν ἐστιν ἀκοῦσαί τινα τὸν πατέρα ἀπεκτονέναι ἢ τὴν ἀσπίδα ἀποβεβληκέναι.",δέομαι,δέομαι,TRUE,FALSE,ψηφίσασθαι,ψηφίσασθαι,NA,NA,NA,FALSE,ὑμῶν,ὑμῶν,NA,NA,ἐνθυμουμένους,ἐνθυμουμένους,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,7,juridical,attic,Lysias,FALSE,P,Recipient
6238,Lysias (0540),Against Theomnestus 1 (010),31.2,"ἐγὼ δ’ ὑμῶν δέομαι καταψηφίσασθαι Θεομνήστου, ἐνθυμουμένους ὅτι οὐκ ἂν γένοιτο τούτου μείζων ἀγών μοι.",δέομαι,δέομαι,TRUE,FALSE,καταψηφίσασθαι,καταψηφίσασθαι,NA,NA,NA,FALSE,ὑμῶν,ὑμῶν,NA,NA,ἐνθυμουμένους,ἐνθυμουμένους,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,4,juridical,attic,Lysias,FALSE,P,Recipient
6241,Lysias (0540),Defense Against A Charge Of Taking Bribes (021),19.1,"δέομαι οὖν ὑμῶν, ὦ ἄνδρες δικασταί, τὴν αὐτὴν νῦν περὶ ἐμοῦ γνώμην ἔχειν ἥνπερ καὶ ἐν τῷ τέως χρόνῳ, καὶ μὴ μόνον τῶν δημοσίων λῃτουργιῶν μεμνῆσθαι, ἀλλὰ τῶν ἰδίων ἐπιτηδευμάτων ἐνθυμεῖσθαι, ἡγουμένους ταύτην εἶναι λῃτουργίαν ἐπιπονωτάτην, διὰ τέλους τὸν πάντα χρόνον κόσμιον εἶναι καὶ σώφρονα καὶ μήθ’ ὑφ’ ἡδονῆς ἡττηθῆναι μήθ’ ὑπὸ κέρδους ἐπαρθῆναι, ἀλλὰ τοιοῦτον παρασχεῖν ἑαυτὸν ὥστε μηδένα τῶν πολιτῶν μήτε μέμψασθαι μήτε δίκην τολμῆσαι προσκαλέσασθαι.",δέομαι,δέομαι,TRUE,FALSE,ἐνθυμεῖσθαι,ἐνθυμεῖσθαι,NA,NA,NA,FALSE,ὑμῶν,ὑμῶν,NA,NA,ἡγουμένους,ἡγουμένους,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,29,juridical,attic,Lysias,FALSE,P,Recipient
6244,Lysias (0540),Defense in the Matter of the Olive Stump (007),30.1,"ἐγὼ τοίνυν δέομαι ὑμῶν μὴ τοὺς τοιούτους λόγους πιστοτέρους ἡγήσασθαι τῶν ἔργων, μηδὲ περὶ ὧν αὐτοὶ σύνιστε, τοιαῦτ’ ἀνασχέσθαι τῶν ἐμῶν ἐχθρῶν λεγόντων, ἐνθυμουμένους καὶ ἐκ τῶν εἰρημένων καὶ ἐκ τῆς ἄλλης πολιτείας.",δέομαι,δέομαι,TRUE,FALSE,ἀνασχέσθαι,ἀνασχέσθαι,NA,NA,NA,FALSE,ὑμῶν,ὑμῶν,NA,NA,ἐνθυμουμένους,ἐνθυμουμένους,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,20,juridical,attic,Lysias,FALSE,P,Recipient
6253,Lysias (0540),On the Property of Aristophanes (019),11.6,"δέομαι δ’ ὑμῶν πάσῃ τέχνῃ καὶ μηχανῇ μετ’ εὐνοίας ἀκροασαμένους ἡμῶν διὰ τέλους ὅ τι ἂν ὑμῖν ἄριστον καὶ εὐορκότατον νομίζητε εἶναι, τοῦτο ψηφίσασθαι.",δέομαι,δέομαι,TRUE,FALSE,ψηφίσασθαι,ψηφίσασθαι,NA,NA,NA,FALSE,ὑμῶν,ὑμῶν,NA,NA,ἀκροασαμένους,ἀκροασαμένους,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,Comentar proximidade com o objeto de akroasamenous,7,juridical,attic,Lysias,ἀκροασαμένων,P,Recipient
6257,Lysias (0540),On the Property of Aristophanes (019),64.1,"δέομαι οὖν ὑμῶν, ὦ ἄνδρες δικασταί, καὶ τούτων καὶ τῶν ἄλλων μεμνημένους ἁπάντων τῶν εἰρημένων βοηθεῖν ἡμῖν καὶ μὴ περιιδεῖν ὑπὸ τῶν ἐχθρῶν ἀναιρεθέντας.",δέομαι,δέομαι,TRUE,FALSE,βοηθεῖν,βοηθεῖν,NA,NA,NA,FALSE,ὑμῶν,ὑμῶν,NA,NA,μεμνημένους,μεμνημένους,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,9,juridical,attic,Lysias,FALSE,P,Recipient
6342,Lysias (0540),Against Agoratus (013),94.3,"καὶ οὕτως ἂν δεινότατα πάντων πάθοιεν, εἰ οἷς ἐπέσκηπτον ἐκεῖνοι ὡς φίλοις οὖσι τιμωρεῖν ὑπὲρ αὑτῶν, οὗτοι ὁμόψηφοι κατ’ ἐκείνων τῶν ἀνδρῶν τοῖς τριάκοντα γενήσονται.",ἐπέσκηπτον,ἐπισκήπτω,TRUE,FALSE,τιμωρεῖν,τιμωρεῖν,NA,NA,NA,FALSE,οἷς,οἷς,NA,NA,φίλοις οὖσι,φίλοις οὖσι,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,Cópula no particípio do pred.,4,juridical,attic,Lysias,FALSE,P,Recipient
6415,Lysias (0540),Against The Corn-Dealers (022),8.3,"καὶ οἱ μὲν δύο οὐδὲν ἔφασαν εἰδέναι τοῦ πράγματος, Ἄνυτος δ’ ἔλεγεν ὡς τοῦ προτέρου χειμῶνος, ἐπειδὴ τίμιος ἦν ὁ σῖτος, τούτων ὑπερβαλλόντων ἀλλήλους καὶ πρὸς σφᾶς αὐτοὺς μαχομένων συμβουλεύσειεν αὐτοῖς παύσασθαι φιλονικοῦσιν, ἡγούμενος συμφέρειν ὑμῖν τοῖς παρὰ τούτων ὠνουμένοις ὡς ἀξιώτατον τούτους πρίασθαι·",συμβουλεύσειεν,συμβουλεύω,TRUE,FALSE,παύσασθαι,παύσασθαι,NA,NA,NA,FALSE,αὐτοῖς,αὐτοῖς,NA,NA,φιλονικοῦσιν,φιλονικοῦσιν,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,Comentar pauomai,2,juridical,attic,Lysias,FALSE,P,Recipient
6756,Plato (0059),Laches (019),181.d.3,δικαιότατον μέντοι μοι δοκεῖ εἶναι ἐμὲ νεώτερον ὄντα τῶνδε καὶ ἀπειρότερον τούτων ἀκούειν πρότερον τί λέγουσιν καὶ μανθάνειν παρ’ αὐτῶν·,δοκεῖ,δοκέω,FALSE,FALSE,εἶναι,εἶναι,NA,NA,NA,TRUE,μοι,μοι,NA,NA,"ἐμὲ νεώτερον ὄντα, ἀπειρότερον",ἐμὲ νεώτερον ὄντα,P,ἀπειρότερον,A,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,Comentar o reforço com pronome.,3,philosophical_dialogue,attic,Plato,FALSE,P,Experiencer
6795,Plato (0059),Laws (034),683.d.2,"τὸ δὲ δὴ μετὰ τοῦτο ἔδοξεν αὐτοῖς, ὥς γε λέγεται τὸ τοῦ μύθου, τριχῇ τὸ στράτευμα διανείμαντας, τρεῖς πόλεις κατοικίζειν, Ἄργος, Μεσσήνην, Λακεδαίμονα.",ἔδοξεν,δοκέω,FALSE,FALSE,κατοικίζειν,κατοικίζειν,NA,NA,NA,FALSE,αὐτοῖς,αὐτοῖς,NA,NA,διανείμαντας,διανείμαντας,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,10,philosophical_dialogue,attic,Plato,FALSE,P,Experiencer
6868,Plato (0059),Lysis (020),213.e.3,"ἀλλὰ ταύτῃ μὲν μηκέτι ἴωμεν—καὶ γὰρ χαλεπή τίς μοι φαίνεται ὥσπερ ὁδὸς ἡ σκέψις—ᾗ δὲ ἐτράπημεν, δοκεῖ μοι χρῆναι ἰέναι, σκοποῦντα κατὰ τοὺς ποιητάς·",δοκεῖ,δοκέω,FALSE,FALSE,χρῆναι ἰέναι,χρῆναι ἰέναι,NA,NA,NA,FALSE,μοι,μοι,NA,NA,σκοποῦντα,σκοποῦντα,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,Comentar χρῆναι,3,philosophical_dialogue,attic,Plato,FALSE,P,Experiencer
6877,Plato (0059),Menexenus (028),239.c.3,"ὧν δὲ οὔτε ποιητής πω δόξαν ἀξίαν ἐπ’ ἀξίοις λαβὼν ἔχει ἔτι τέ ἐστιν ἐν ἀμνηστίᾳ, τούτων πέρι μοι δοκεῖ χρῆναι ἐπιμνησθῆναι ἐπαινοῦντά τε καὶ προμνώμενον ἄλλοις ἐς ᾠδάς τε καὶ τὴν ἄλλην ποίησιν αὐτὰ θεῖναι πρεπόντως τῶν πραξάντων.",δοκεῖ,δοκέω,FALSE,FALSE,"ἐπιμνησθῆναι, θεῖναι",ἐπιμνησθῆναι,θεῖναι,NA,NA,FALSE,μοι,μοι,NA,NA,"ἐπαινοῦντά, προμνώμενον",ἐπαινοῦντά,P,προμνώμενον,P,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,Comentar coordenação,4,philosophical_dialogue,attic,Plato,FALSE,P,Experiencer
6957,Plato (0059),Phaedo (004),86.d.7,"δοκεῖ μέντοι μοι χρῆναι πρὸ τῆς ἀποκρίσεως ἔτι πρότερον κέβητος ἀκοῦσαι τί αὖ ὅδε ἐγκαλεῖ τῷ λόγῳ, ἵνα χρόνου ἐγγενομένου βουλευσώμεθα τί ἐροῦμεν, ἔπειτα ἀκούσαντας ἢ συγχωρεῖν αὐτοῖς ἐάν τι δοκῶσι προσᾴδειν, ἐὰν δὲ μή, οὕτως ἤδη ὑπερδικεῖν τοῦ λόγου.",δοκεῖ,δοκέω,FALSE,FALSE,συγχωρεῖν,συγχωρεῖν,NA,NA,NA,FALSE,μοι,μοι,NA,NA,ἀκούσαντας,ἀκούσαντας,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,Comentar a repetição de akou- em akousai e akousantas. SG > PL,23,philosophical_dialogue,attic,Plato,FALSE,P,Experiencer
6971,Plato (0059),Phaedo (004),98.d.6,"καὶ αὖ περὶ τοῦ διαλέγεσθαι ὑμῖν ἑτέρας τοιαύτας αἰτίας λέγοι, φωνάς τε καὶ ἀέρας καὶ ἀκοὰς καὶ ἄλλα μυρία τοιαῦτα αἰτιώμενος, ἀμελήσας τὰς ὡς ἀληθῶς αἰτίας λέγειν, ὅτι, ἐπειδὴ ἔδοξε βέλτιον εἶναι ἐμοῦ καταψηφίσασθαι, διὰ ταῦτα δὴ καὶ ἐμοὶ βέλτιον αὖ δέδοκται ἐνθάδε καθῆσθαι, καὶ δικαιότερον παραμένοντα ὑπέχειν τὴν δίκην ἣν ἂν κελεύσωσιν·",δέδοκται,δοκέω,FALSE,FALSE,ὑπέχειν,ὑπέχειν,NA,NA,NA,FALSE,ἐμοὶ,ἐμοὶ,NA,NA,παραμένοντα,παραμένοντα,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,Comentar δικαιότερον,8,philosophical_dialogue,attic,Plato,FALSE,P,Experiencer
6973,Plato (0059),Phaedo (004),99.e.4,ἔδοξε δή μοι χρῆναι εἰς τοὺς λόγους καταφυγόντα ἐν ἐκείνοις σκοπεῖν τῶν ὄντων τὴν ἀλήθειαν.,ἔδοξε,δοκέω,FALSE,FALSE,χρῆναι σκοπεῖν,χρῆναι σκοπεῖν,NA,NA,NA,FALSE,μοι,μοι,NA,NA,καταφυγόντα,καταφυγόντα,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,Comentar χρῆναι,5,philosophical_dialogue,attic,Plato,FALSE,P,Experiencer
7087,Plato (0059),Republic (030),360.b.3,"εἰ οὖν δύο τοιούτω δακτυλίω γενοίσθην, καὶ τὸν μὲν ὁ δίκαιος περιθεῖτο, τὸν δὲ ὁ ἄδικος, οὐδεὶς ἂν γένοιτο, ὡς δόξειεν, οὕτως ἀδαμάντινος, ὃς ἂν μείνειεν ἐν τῇ δικαιοσύνῃ καὶ τολμήσειεν ἀπέχεσθαι τῶν ἀλλοτρίων καὶ μὴ ἅπτεσθαι, ἐξὸν αὐτῷ καὶ ἐκ τῆς ἀγορᾶς ἀδεῶς ὅτι βούλοιτο λαμβάνειν, καὶ εἰσιόντι εἰς τὰς οἰκίας συγγίγνεσθαι ὅτῳ βούλοιτο, καὶ ἀποκτεινύναι καὶ ἐκ δεσμῶν λύειν οὕστινας βούλοιτο, καὶ τἆλλα πράττειν ἐν τοῖς ἀνθρώποις ἰσόθεον ὄντα.",ἐξὸν,ἔξεστι,FALSE,TRUE,συγγίγνεσθαι,συγγίγνεσθαι,NA,NA,NA,FALSE,αὐτῷ,αὐτῷ,NA,NA,"εἰσιόντι, ἰσόθεον ὄντα",εἰσιόντι,P,ἰσόθεον ὄντα,P,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,Mestrado,10,philosophical_dialogue,attic,Plato,FALSE,P,Agent
7163,Plato (0059),Republic (030),578.c.9,δοκεῖ γάρ μοι δεῖν ἐννοῆσαι ἐκ τῶνδε περὶ αὐτοῦ σκοποῦντας.,δοκεῖ,δοκέω,FALSE,FALSE,ἐννοῆσαι,ἐννοῆσαι,NA,NA,NA,FALSE,μοι,μοι,NA,NA,σκοποῦντας,σκοποῦντας,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,SG > PL,7,philosophical_dialogue,attic,Plato,FALSE,P,Experiencer
7277,Plato (0059),Protagoras (022),344.d.5,"τῷ μὲν γὰρ ἐσθλῷ ἐγχωρεῖ κακῷ γενέσθαι, ὥσπερ καὶ παρ’ ἄλλου ποιητοῦ μαρτυρεῖται τοῦ εἰπόντος—αὐτὰρ ἀνὴρ ἀγαθὸς τοτὲ μὲν κακός, ἄλλοτε δ’ ἐσθλός·",ἐγχωρεῖ,ἐγχωρέω,FALSE,TRUE,γενέσθαι,γενέσθαι,NA,NA,NA,TRUE,τῷ μὲν γὰρ ἐσθλῷ,τῷ μὲν γὰρ ἐσθλῷ,NA,NA,κακῷ,κακῷ,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,MESTRADO,2,philosophical_dialogue,attic,Plato,FALSE,A,Experiencer
7279,Plato (0059),Republic (030),403.e.4,παντὶ γάρ που μᾶλλον ἐγχωρεῖ ἢ φύλακι μεθυσθέντι μὴ εἰδέναι ὅπου γῆς ἐστιν.,ἐγχωρεῖ,ἐγχωρέω,FALSE,TRUE,εἰδέναι,εἰδέναι,NA,NA,NA,FALSE,φύλακι,φύλακι,NA,NA,μεθυσθέντι,μεθυσθέντι,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,Repetição da ideia de estar alcoolizado,1,philosophical_dialogue,attic,Plato,FALSE,P,Agent
7280,Plato (0059),Republic (030),408.e.1,"οὐ γὰρ οἶμαι σώματι σῶμα θεραπεύουσιν—οὐ γὰρ ἂν αὐτὰ ἐνεχώρει κακὰ εἶναί ποτε καὶ γενέσθαι—ἀλλὰ ψυχῇ σῶμα, ᾗ οὐκ ἐγχωρεῖ κακὴν γενομένην τε καὶ οὖσαν εὖ τι θεραπεύειν.",ἐνεχώρει,ἐγχωρέω,FALSE,TRUE,θεραπεύειν,θεραπεύειν,NA,NA,NA,FALSE,ᾗ,ᾗ,NA,NA,κακὴν γενομένην τε καὶ οὖσαν,κακὴν γενομένην,P,οὖσαν,P,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,MESTRADO,3,philosophical_dialogue,attic,Plato,FALSE,P,Agent
7316,Plato (0059),Alcibiades 2 (014),141.a.5,"ἐγὼ μὲν γὰρ οἶμαί σε πρῶτον, εἴ σοι ἐμφανὴς γενόμενος ὁ θεὸς πρὸς ὃν τυγχάνεις πορευόμενος, ἐρωτήσειεν, πρὶν ὁτιοῦν εὔξασθαί σε, εἰ ἐξαρκέσει σοι τύραννον γενέσθαι τῆς Ἀθηναίων πόλεως·",ἐξαρκέσει,ἐξαρκέω,FALSE,TRUE,γενέσθαι,γενέσθαι,NA,NA,NA,TRUE,σοι,σοι,NA,NA,τύραννον,τύραννον,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,1,philosophical_dialogue,attic,Plato,FALSE,N,Experiencer
7323,Plato (0059),Republic (030),341.e.1,"ὥσπερ, ἔφην ἐγώ, εἴ με ἔροιο εἰ ἐξαρκεῖ σώματι εἶναι σώματι ἢ προσδεῖταί τινος, εἴποιμ’ ἂν ὅτι παντάπασι μὲν οὖν προσδεῖται.",ἐξαρκεῖ,ἐξαρκέω,FALSE,TRUE,εἶναι,εἶναι,NA,NA,NA,TRUE,σώματι,σώματι,NA,NA,σώματι,σώματι,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,MESTRADO,2,philosophical_dialogue,attic,Plato,FALSE,N,Experiencer
7324,Plato (0059),Republic (030),341.e.4,"διὰ ταῦτα καὶ ἡ τέχνη ἐστὶν ἡ ἰατρικὴ νῦν ηὑρημένη, ὅτι σῶμά ἐστιν πονηρὸν καὶ οὐκ ἐξαρκεῖ αὐτῷ τοιούτῳ εἶναι.",ἐξαρκεῖ,ἐξαρκέω,FALSE,TRUE,εἶναι,εἶναι,NA,NA,NA,TRUE,αὐτῷ,αὐτῷ,NA,NA,τοιούτῳ,τοιούτῳ,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,PASSOU BATIDO,1,philosophical_dialogue,attic,Plato,FALSE,A,Experiencer
7328,Plato (0059),Symposium (011),192.b.3,ἀλλ’ ἐξαρκεῖ αὐτοῖς μετ’ ἀλλήλων καταζῆν ἀγάμοις.,ἐξαρκεῖ,ἐξαρκέω,FALSE,TRUE,καταζῆν,καταζῆν,NA,NA,NA,FALSE,αὐτοῖς,αὐτοῖς,NA,NA,ἀγάμοις,ἀγάμοις,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,MESTRADO,4,philosophical_dialogue,attic,Plato,FALSE,A,Agent
7363,Plato (0059),Protagoras (022),350.e.3,"ταῦτα δὲ ἐμοῦ ὁμολογήσαντος ἐξείη ἄν σοι, χρωμένῳ τοῖς αὐτοῖς τεκμηρίοις τούτοις, λέγειν ὡς κατὰ τὴν ἐμὴν ὁμολογίαν ἡ σοφία ἐστὶν ἰσχύς.",ἐξείη,ἔξεστι,FALSE,TRUE,λέγειν,λέγειν,NA,NA,NA,FALSE,σοι,σοι,NA,NA,χρωμένῳ,χρωμένῳ,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,NA,1,philosophical_dialogue,attic,Plato,FALSE,P,Agent
7367,Plato (0059),Republic (030),422.b.10,"οὐδ’ εἰ ἐξείη, ἦν δ’ ἐγώ, ὑποφεύγοντι τὸν πρότερον ἀεὶ προσφερόμενον ἀναστρέφοντα κρούειν, καὶ τοῦτο ποιοῖ πολλάκις ἐν ἡλίῳ τε καὶ πνίγει;",ἐξείη,ἔξεστι,FALSE,TRUE,κρούειν,κρούειν,NA,NA,NA,FALSE,ὑποφεύγοντι,ὑποφεύγοντι,NA,NA,ἀναστρέφοντα,ἀναστρέφοντα,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,Comentar: estaria faltando o obj?,5,philosophical_dialogue,attic,Plato,FALSE,P,Agent
7385,Plato (0059),Laws (034),906.a.7,"ψυχαὶ δέ τινες ἐπὶ γῆς οἰκοῦσαι καὶ ἄδικον λῆμμα κεκτημέναι δῆλον ὅτι θηριώδεις, πρὸς τὰς τῶν φυλάκων ψυχὰς ἄρα κυνῶν ἢ τὰς τῶν νομέων ἢ πρὸς τὰς τῶν παντάπασιν ἀκροτάτων δεσποτῶν προσπίπτουσαι, πείθουσιν θωπείαις λόγων καὶ ἐν εὐκταίαις τισὶν ἐπῳδαῖς, ὡς αἱ φῆμαί φασιν αἱ τῶν κακῶν, ἐξεῖναι πλεονεκτοῦσιν σφίσιν ἐν ἀνθρώποις πάσχειν μηδὲν χαλεπόν·",ἐξεῖναι,ἔξεστι,FALSE,TRUE,πάσχειν,πάσχειν,NA,NA,NA,FALSE,σφίσιν,σφίσιν,NA,NA,πλεονεκτοῦσιν,πλεονεκτοῦσιν,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,Comentar possibilidade de ser externo,-1,philosophical_dialogue,attic,Plato,FALSE,P,Agent
7581,Plato (0059),Ion (027),540.c.4,"οἷον βουκόλῳ λέγεις δούλῳ ἃ πρέπει εἰπεῖν ἀγριαινουσῶν βοῶν παραμυθουμένῳ, ὁ ῥαψῳδὸς γνώσεται ἀλλ’ οὐχ ὁ βουκόλος;",πρέπει,πρέπω,FALSE,TRUE,εἰπεῖν,εἰπεῖν,NA,NA,NA,TRUE,βουκόλῳ... δούλῳ,βουκόλῳ... δούλῳ,NA,NA,παραμυθουμένῳ,παραμυθουμένῳ,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,Comentar a extração do obj. e as repetições da passagem em volta.,6,philosophical_dialogue,attic,Plato,FALSE,P,Experiencer
7582,Plato (0059),Ion (027),540.d.1,ἀλλ’ οἷα ἀνδρὶ πρέπει εἰπεῖν γνώσεται στρατηγῷ στρατιώταις παραινοῦντι;,πρέπει,πρέπω,FALSE,TRUE,εἰπεῖν,εἰπεῖν,NA,NA,NA,FALSE,ἀνδρὶ,ἀνδρὶ,NA,NA,στρατηγῷ στρατιώταις παραινοῦντι,στρατηγῷ,N,παραινοῦντι,P,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,Comentar possibilidade de ser externo,4,philosophical_dialogue,attic,Plato,FALSE,N,Agent
